word,sentence1,sentence2,label
dignificar,[...] tais falsidades [...] não dignificam o articulista.,Os técnicos e não técnicos estão pouco dignificados e mal pagos [...].,1
documentar,Esse argumento foi abundantemente documentado pelo representante da Daimler-Benz Aerospace.,Está bem documentado o vício do famoso detective [...].,1
defender,"Apesar de algumas chancelarias europeias, caso da alemã defenderem que as independências [...].","O PSD não tem projecto autárquico [...], defendeu [...].",1
teatralizar,"Os cinco vão teatralizar ""cenas do seu quotidiano"" [...].",Dois dos poemas são sumariamente teatralizados.,1
truncar,"A Intel terá que passar a desenvolver produtos [...], e não apenas a truncar produtos [...].",E o debate será truncado.,1
estimular,"Nada me estimula mais do que a provocação torpe e soez, avisou.",Nem o facto de os socialistas terem perdido as Câmaras [...] parece ter estimulado Fernando Gomes.,1
visualizar,[...] os radares visualizavam 14 objectos em queda [...].,[...] o sistema [...] impede que as imagens sejam visualizadas.,1
prometer,O Governo prometeu à troika [...] um plano B [...].,Imaginem um jogador a quem foi prometido este mundo e o outro [...].,1
classificar,[...] embora estes não possam receber medalhas se se classificarem nos três primeiros lugares.,[...] 885 assobios estereotipados foram classificados em 24 categorias [...].,0
certificar,[...] um documento [...] que certificará que são accionistas fundadores [...].,"Na Ordem estão certificados 53 cursos, enquanto no mercado existem cerca de trezentos.",0
desiludir,"A mim, Mikhail Sergueievitch não me desiludiu.",Tem-se a sensação que esses ouvintes e esses leitores estão desiludidos com a SIC [...].,1
abrir,"Em 1975, Carlos Alberto [...] abriu uma carta assinada pelo então primeiro-ministro [...].","Natália, escandalizada, abriu-se com o marido.",0
entrevistar,"Às 19h, António Jorge Branco entrevista os protagonistas do 25 de Abril.",Daqui resultava que Jorge Sampaio seria entrevistado a 8 de Setembro.,1
papaguear,E continua a papaguear as declarações bombásticas do pai.,"São directivas, são directivas!, papagueiam os das Finanças [...].",1
corroborar,Os mineiros são os primeiros a corroborar a versão de Fernando Vale [...].,A posição do Ministério Público foi corroborada pelo advogado [...].,1
bater,"[...] o Chesterfield (II), que bateu o Nottingham Forest (Premier) por 1-0 [...].",Bata as natas com o açúcar até obter um creme chantilly.,0
chumbar,[...] o dentista pode chumbar o dente segundo o processo normal.,"Queria ser actriz e [...] teve que, já na Faculdade passar pela humilhação de ser chumbada [...].",0
necessitar,E do que mais necessita Portugal neste final de século é de verdadeiros homens de Estado [...].,Mas já houve um tempo em que Saldanha [...] necessitou de fazer as coisas por si próprio.,1
criar,[...] Paula Thomaz [...] criou o filho Felipe até aos dois anos [...].,Na origem [...] está o facto de o homicida ser filho de uma mulher que foi criada pela vítima.,1
rebobinar,"Este estava a rebobinar o filme da sua máquina, perturbando McEnroe, que se preparava para servir.",A cassete do jogo pareceu ter sido rebobinada [...].,1
ponderar,"Por outro, ponderamos se ainda podemos conseguir [...].",Os resultados foram ponderados para o total do universo [...].,0
apresentar,[...] as dactilógrafas [...] apresentam como principal qualidade a beleza [...].,O não estar numa zona de passagem [...] é apresentado por alguns como uma razão [...].,1
imortalizar,[...] do tipo obeso e voz lancinante que ficou imortalizado em banda desenhada por Hergé [...].,"Na praia, os locais imortalizaram esses adolescentes na velha expressão ""surfistas da banheira"".",1
mobilizar,"A ideia é ir ao encontro dos leitores mobilizando autores, os seus livros e ideias.","Se houver ameaça [...], serão mobilizadas, terão preparação militar [...].",1
assobiar,"Os três homens ao balcão do bar [...], que se entretêm a assobiar às raparigas que passam [...].","Cá por mim, obrigado; os outros que lhe assobiem às botas.",1
envernizar,"E os degraus, tão típicos, estão demasiado brilhantes, como se tivessem sido envernizados.",[...] tenho um atrelado de cavalos em contraplacado marítimo que está envernizado [...].,1
queixar,[...] foi a resposta animadora que Sampaio deu a quem se lhe queixou dos encargos [...].,O treinador já percebeu e essa é uma das muitas coisas de que se queixa.,1
outorgar,Já não se atreviam a impor privilégios velhos que o Velho lhes tinha outorgado [...].,O Doutoramento [...] será outorgado ao ensaísta [...].,1
implicar,"O facto de [...] estarem presentes [...], deverá implicar o adiamento da cimeira [...].","Eles acham que o facto de se oferecerem para a missão não implica ""marchar no escuro"" [...].",1
pentear,"Antes de ser famoso nem me penteava de manhã, agora nunca me esqueço.",Todos os cabelos estão penteados [...].,1
valer,[...] valendo ao Boavista o facto de Toni [...] e Marcos Severo [precisarem] de uma consulta [...].,Um anúncio que lhe valeu uma salva de palmas [...].,0
deliberar,"Que esta decisão venha à Assembleia Municipal, deliberou Narciso.",Simultaneamente foi deliberado colocar a concurso a construção da estação [...].,1
assestar,"Para alguma Imprensa italiana, que assestara nos últimos dias os canhões contra Roma [...].","Aliás, a estocada final no mito de Perón foi assestada exactamente nos últimos quatro anos [...].",1
foder,A gaja ganhou-me a casa e o filho em tribunal mas fodeu-se que eu não tinha mais para onde ir.,Porque o Adão e a Eva foderam.,0
aplicar,Nestes trabalhos o francês aplicou-se vivamente nos tons vibrantes.,"A autora, a pedido do réu, aplicou tinta de membrana na moradia T3.",0
confundir,[...] as pessoas já se confundiam com tantos toques [...].,[...] um novo sistema eleitoral que confundiu os eleitores e um desdém pela política.,1
reivindicar,Nenhuma organização reivindicou o atentado.,Este organeiro reivindica que esse trabalho seja feito por técnicos [...].,1
martirizar,Gostaria de perguntar à SIC e ao sr. David Borges porque não martirizaram o árbitro em questão.,[...] quantas vezes nos martirizamos mais para conseguir um lugar de estacionamento [...].,1
evocar,"A título de exemplo, evocou Yourcenar.",Outros heróis [...] são também evocados na poesia [...].,1
caber,[...] coube aos Romanças salvar a honra do convento [...].,[...] não cabe neste espaço a discussão desses efeitos.,0
cotar,"[...] o melhor oitavo estava cotado em 4m00, 05s.",Este teste está cotado para 20.,1
apetrechar,"[...] é o objectivo a que se propõem os responsáveis do curso, apetrechando os licenciados [...].",[...] achamos que os vereadores devem estar devidamente apetrechados com documentação [...].,1
habilitar,[...] habilitar os indivíduos a conhecerem o seu mundo [...].,[...] únicos herdeiros [...] foram habilitados [...] a prosseguirem nesta causa [...].,1
sintetizar,"Progresso é sempre, estamos é fartos de balelas, sintetizou ao Público Vítor Carnide.",[...] uma fonte conhecedora do caso [...] sintetizava o facto de o incendiário ser encontrado [...].,1
responder,Quem respondeu a Cavaco foi Joaquim Vieira [...].,[...] ao que lhe foi respondido que também o onze português estava incompleto.,1
arrancar,"Tinham entrado pela cave, depois de arrancarem as grades de uma janela [...].",Yasushi Akashi não conseguiu arrancar aos sérvios [...] o prolongamento da trégua [...].,0
privilegiar,A Sociedade privilegia a relação com o cliente [...].,ANA privilegia Lisboa e faz desconto nas taxas aeroportuárias.,0
apontar,[...] o ex-governador [...] não deu explicações sobre as irregularidades que lhe são apontadas.,[...] uma fonte próxima dos militares apontara [o general] como eventual líder [...].,0
misturar,"Acontece frequentemente que criminosos ""primários"" são misturados com reincidentes [...].",Os adeptos do Sporting estavam misturados com os adeptos do Barreirense.,1
permitir,[...] é permitido que as vítimas se constituam como assistentes no processo.,[...] o código do mercado não permite que tal aconteça [...].,0
expandir,A Enatur está a recuperar nove imóveis [...] para expandir a sua rede de pousadas.,"Os enclaves muçulmanos do leste, ao longo do rio Drina, foram expandidos.",1
radiodifundir,"Foi a primeira banda que, em Portugal, radiodifundiu um concerto, a 16 de Janeiro de 1932.",Sublinho que a notícia que provocou este caso continuou a ser radiodifundida [...].,1
debitar,[...] ritmos estridentemente debitados por um grupo designado de Chama Viva.,A verba dispendida é debitada ao cliente.,0
esboçar,João de Deus Pinheiro esboçou pela primeira vez em público aquela que pode ser a concepção [...].,[...] nem sequer está esboçada a forma como [...] vai atravessar [o deserto].,1
chumbar,"Depois de ""chumbarem"" uns anos, começam a sentir vergonha [...].","Na melhor das hipóteses, o povo [...] chumba o processo.",1
explorar,E é o que pretende fazer Pedro Garcias [...] quando explora as fraquezas do padre [...].,"Tal como o Eborense, existem mais dez navios que a Transtejo explora turisticamente [...].",0
abrir,"A porta abriu-se de repente e Filipe, namorado da guineense, atacou-a com várias facadas.","[...] ele abriu o vinho branco e comemos a nossa salada de ostras com lagostins, com molho tártaro!",0
informar,"O Ministério das Finanças, contactado pelo Público, escusou-se a informar sobre o assunto.",Temos o direito a ser informados sobre o que vão fazer à nossa terra [...].,1
debruar,[...] formando uma Cartela que debrua o brasão.,[...] tendo até estragado o melhor colete que me tinha sido debruado por uma freira de Salamanca.,1
especificar,Mas não foi especificado quando e em que jogos isso tinha acontecido.,Os relatórios especificam o facto de Maria ter sido obrigada [...].,1
torcer,"Uma vez inserida no corpo, a agulha pode ser torcida [...].",[...] 50 por cento dos sinais de trânsito estão torcidos [...].,1
encafuar,"[...] entende ser ""lamentável"" que se ""encafuem os consumidores em espaços fechados"".",Acabam por encafuar o resultado da sua pontaria na arca congeladora.,1
apreciar,"Apreciou trabalhar para os Monkees, porque Mike Nesmith lhe comprou um carro e uma casa.","Estes ""referendos"" terão de ser apreciados pelo Supremo Tribunal.",0
concordar,Shapiro acredita que eles concordaram em aparecer no programa Dateline [...].,"O chefe do grupo [...] concordou que não existe ""nenhuma base legal"" [...].",0
pedir,[...] a rescisão foi pedida pelo jogador [...].,"E mesmo quando Oceano recuou para central, deu sozinho conta do trabalho que lhe foi pedido.",1
bloquear,As dificuldades que bloqueiam hoje Angola [...].,Após verificarem que a entrada havia sido bloqueada [...].,0
negar,Havia-se negado sempre a ir à televisão .,O pescador negou porém ter recebido qualquer pagamento [...].,0
conjeturar,[...] José H. Saraiva conjectura que os futuros 2ºs Condes [...] teriam habitado [...].,Os meteorologistas conjecturam que os incêndios aumentarão as chuvas [...].,1
responder,"Mas nem esta questão colocada pelo deputado social-democrata Vieira de Castro, foi respondida.",[...] ao que lhe foi respondido que também o onze português estava incompleto.,1
borrifar,"[...] prestável empregado de mesa, solícito a borrifar canela e açúcar no lanche do cliente.",[...] um dissidente [...] cuja camisa foi borrifada com um organofosfato [...].,1
passar,"[...] a sua força ""reivindicativa"" passava pelo facto de ter apoiado todas as iniciativas [...].","Não, nada disso, os primeiros anos são passados a jogar à bola.",0
desimpedir,"Por isso é que, às vezes, até está sol, mas demoramos muito tempo a desimpedir a estrada"", explica.","Com estas ""tréguas"", a estrada voltou a ser desimpedida por uma máquina municipal.",1
rapar,É outro a querer rapar o tacho.,"[...] o ""performer"" rapou então o cabelo [...].",0
escravizar,"Sim, morte à América, que pensa que pode escravizar o povo árabe e islâmico para sempre.","Tratados como população de segunda, económica e socialmente inúteis foram escravizados.",1
defender,[...] o grupo de economistas defende que a estabilização da economia é mais importante [...].,"A ideia é de Paulo Portas, que defendeu ontem ser essa a forma de se encontrar os 285 [...].",1
residir,O interesse da tese reside na colocação da estupidez sob o controlo efectivo da pessoa [...].,"A diferença reside em que, se um autor consegue geralmente conduzir [...].",1
detetar,Foram detectados 350 milhões de portadores crónicos de hepatite B [...].,"[...] as auditorias permitiram [...] detectar ""uma percentagem [...] de irregularidades [...].",1
enrolar,Só tive tempo para enrolar um cartão de visita [...].,Parece que ambos gostaram porque esta noite eles enrolaram-se na cama.,0
disparar,Agora acredito que eles tenham feito disparar o alarme [...].,"[...] foi instalada uma minúscula pistola, que dispararia uma ainda mais minúscula cápsula [...].",0
acoplar,[...] os dois mecanismos foram acoplados.,"Em vôo, este avião descola do seu suporte, e lança um foguete a que está acoplado o satélite [...].",1
cotar,A subida [...] deveu-se aos correctores terem decidido [...] cotar o teste de cruzes.,Este teste está cotado para 20.,1
encomendar,As câmaras da Moita e Barreiro [...] encomendaram um estudo a uma empresa portuguesa [...].,O mais grave é que os roubos são muitas vezes encomendados junto de intermediários [...].,0
revelar,Fontes bem informadas revelaram que um grupo [...] está a pensar numa junção [...].,[...] fotografias de um encontro [...] possam ter sido entregues pela casa que revelou os negativos.,0
cumprir,"Ou seja, em dez anos, nunca a Lei dos Serviços de Informações foi integralmente cumprida [...].","Em Évora, a empresa [...], estava a laborar normalmente [...].",0
explorar,E é o que pretende fazer Pedro Garcias [...] quando explora as fraquezas do padre [...].,A maioria das 165 mil crianças trabalhadoras existentes na Nicarágua é explorada pelos pais.,1
graduar,"Em 1979, o então Presidente da República graduou o coronel Loureiro dos Santos [...].","Antes de se graduar num instituto politécnico, trabalhou como mecânico de uma refinaria.",1
crispar,[...] o socialista Daniel Bessa que de tempos a tempos crispa o PS [...].,"O ambiente está crispado, dizem, e é verdade.",0
exercitar,"O leitor ficava, assim, obrigado a exercitar a sua ginástica mental [...].",[...] quando os músculos não são exercitados durante muito tempo [...].,0
abrir,O polícia [...] abriu o caixão de Jeremias Chitunda [...].,"Eram 8.45 horas quando abriu o contentor e viu ""bocados de [...].",1
africanizar,A nossa classe política anda a chicotear e a africanizar o zé povinho.,"Pensemos uma África europeizada, “quanto do modernismo foi africanizado”",1
vandalizar,Vandalizaram 16 cubatas e três carros e feriram 14 dos ocupantes da terra.,Desde Janeiro foram vandalizadas 1300 cabines telefónicas [...].,1
documentar,As imagens que Depardon documenta incluem os bastidores [...].,Esse argumento foi abundantemente documentado pelo representante da Daimler-Benz Aerospace.,1
fragmentar,Governo [...] fragmentou a estrutura vertical [...].,"No século XX,o espaço do palácio foi fragmentado e ocupado por diferentes entidades.",1
explicar,E assim se explica [...] o triunfo do iate holandês [...].,Essa fobia [...] poderá explicar o facto de a vítima ter resolvido [...].,1
estratificar,"Criada por razões defensivas, a estrutura está a ajudar a estratificar o grupo.",A amostra é constituída por 590 indivíduos e foi estratificada segundo a região e habitat.,1
ocupar,Se o primeiro-ministro se ocupasse mais com a governação e menos com as aparências [...].,"O ""novo"" GPU vai ocupar parte do sexto piso [...].",0
referendar,Católicos e protestantes [...] referendaram um pacto de paz [...].,[...] o deputado carioca [...] pretende referendar o tema.,1
romper,O ortopedista estimou que entre 30% a 40% do tendão foi rompido.,"Entretanto, a Índia rompeu com a sua tradição [...].",0
esticar,[...] essa corda é esticada por um homem postado atrás de si.,[...] esticava o pescoço para vislumbrar mais além da barreira [...].,0
bramar,"I think this is the last chapel, brama agora o ""actor"" [...].",Na minha cidade as pessoas passam muito tempo a bramar contra as chamadas bichas.,0
tratar,[...] confirmou ter feito questão de ser observado e tratado pelo médico belga Maertens.,O texto é tratado pelo encenador como uma metódica partitura [...].,1
comunicar,WINNIE Mandela comunicou ontem que vai abandonar o seu cargo [...].,[...] é chamado à direcção [...] para lhe comunicarem que [...] está despedido.,1
agilizar,O Governo Regional apenas agilizou o processo.,O Sistema [...] que o INEM coordena “já demonstrou que está agilizado e operacional”.,1
grafar,O Público [...] grafa erradamente os nomes próprios estrangeiros [...].,"Os vocábulos africânderes, boer e bóeres foram grafados [...].",1
popularizar,A música dos Mamonas popularizou o vira no Brasil [...].,"O DC-3, que se popularizou com o nome de Dakota [...].",1
acrescentar,"Sozinhos não conseguimos obrigá-los, acrescenta.",O delegado do MP [...] acrescentou que o segredo de justiça não foi quebrado [...].,1
concluir,[...] a comissão [...] concluiu ter havido violação dos procedimentos [...].,"A empresa poderá, agora, concluir parte dos fogos e vender outra parte para construção.",0
decidir,"Em Adis Abeba, Governo e Unita não se decidiram pela paz imediata.",O golo que decidiu o jogo aconteceu quase no intervalo [...].,0
somar,Somar um ponto com um vetor é uma operação que resultará numa translação.,Temos vindo a somar pontos e por isso também estamos prontos para o 'derby'.,1
avaliar,[...] o Supremo Tribunal Administrativo [...] avaliou positivamente as potencialidades [...].,"[...] 10 por cento em relação a um mês normal, avalia o Conselho [...].",1
esquecer,[...] gostaria que não fosse esquecido que os universitários estão a defender [...].,"Todos estes factores de ""optimismo"" que o primeiro-ministro não se esqueceu de enumerar [...].",0
sangrar,[...] é mais cruel matar e sangrar um animal [...].,[...] cuja nobreza e estatuto de animal sagrado não permitia que fosse sangrado sem ritual [...].,1
interessar,Há de facto um jogador do Sporting que interessa a Carlos Queiroz [...].,Aquilo que lhe interessava era que eles compreendessem a técnica [...].,1
chamar,"Ou não fosse ele ""o génio"", como lhe chama o presidente.","Ambas as versões se baseiam no mesmo ""núcleo de código"", como lhe chama a Microsoft [...].",1
configurar,[...] estas descidas de preços não configuram [...] uma estratégia [...].,Modo como cada conjunto de dados é configurado [...].,0
apetrechar,[...] achamos que os vereadores devem estar devidamente apetrechados com documentação [...].,"O ""minibus"" está bem apetrechado com víveres [...].",1
equiparar,"[...] se Portugal se lhe equiparar, não haverá pretextos para nos esquecerem.",[...] ao equipararem o tráfico ilícito de drogas à alta criminalidade e ao terrorismo.,1
depositar,O Hospital [...] deverá pedir [...] à Lipor para ali depositar as [...] cinzas [...].,[...] onde estavam depositadas as referidas barricas.,1
debitar,"A versão mais baixa terá 1,6 litros de cilindrada, debitando 90 cavalos.",A verba dispendida é debitada ao cliente.,0
cheirar,Cheira-me que ter ido para além da dívida também foi ideia dele.,As pessoas adoravam-na por ela cheirar mal e ter os sapatos rotos e feios.,0
liquidar,Esperava liquidar a dívida com a bolsa prometida pelo governo de Luanda [...].,"E enganou o PCP, de quem é aliado sem ser, mas que receia e tenta liquidar.",0
forjar,[...] é praticamente impossível forjar uma assinatura digital.,[...] Carlos Jesus decidiu forjar o assassinato com o consentimento da vítima.,0
convir,Ferreira do Amaral foi ao programa que mais lhe convinha [...].,"No entanto, convirá decerto atentar naquilo que a pintora representa.",1
furtar,"A Fátima Costa furtou-lhe ""uma caixa de joias"", diz, entre outras coisas.",Um machado pré-histórico foi furtado no museu do castelo de Belver.,1
suspirar,"Quando vêem alguém de cigarro aceso, suspiram mais à vontade.","Mostrou como o partido está na bancarrota, suspirou um funcionário [...].",1
sugerir,"[...] a Nato vai sugerir à ONU o estabelecimento de uma ""grelha [...]"".",[...] sugeri que esta situação fosse comunicada à hierarquia do Metro [...].,1
sugerir,Os dois levaram a missão de sugerir a Ieltsin uma forma para pôr fim à crise.,"É o último degrau, sugere, graficamente, o político catalão.",1
destinar,A deslocação do presidente [...] não se destina assim a resolver o contencioso [...].,A bala de prata que os sectários do vudu lhe destinavam nunca o trespassou.,0
consignar,[...] os montantes que vierem ser consignados ao Fundo de Equilíbrio Financeiro.,[...] apesar desta estar consignada na Lei de Bases do Sistema de Saúde.,1
representar,"O volume de negócios subiu [...], o que representou um aumento de um por cento [...].","[...] os criadores [...] representam [...] a Suíça, o Japão e a Coreia do Sul.",0
fotocopiar,Daniela entrega os apontamentos da faculdade que fotocopiou para Susana [...].,Só podem ser fotocopiadas espécies bibliográficas pertencentes ao fundo [...].,1
mudar,Os dois estados de espírito dos negociadores chegou mesmo a mudar de um dia para o seguinte .,Shane Powel mudou a tempo para o lado esquerdo da praia [...].,0
viabilizar,"Na sua opinião, a oposição viabiliza o governo socialista mas não o assume.",A Lanofabril [...] vai ser viabilizada [...].,1
celebrizar,"Debbie Allen, que se celebrizou no mundo inteiro [...].","Quando se aproxima mais um grupo de peregrinos, Cardos repete a lenga-lenga que o celebrizou.",1
interpelar,O jornalista interpelou um dos psicólogos [...].,"O beato é uma palavra feia, interpela a empregada [...].",1
arriscar,"O homem é a ligação [...] entre os macacos primitivos e o homem civilizado, arriscou Kubrick.","Taylor, que estava em maus lençóis e se arriscava a perder muito mais que os honorários, [...].",0
escapar,Um indicador que nem sequer escapa ao motorista de táxi que nos transporta pela cidade.,Como não escapa o facto de que anunciar [...].,1
combater,[...] os bombeiros combateram dezenas de incêndios [...].,[...] combateu na Frente Sul [...] contra Anastasio Somoza [...].,0
falar,Estou a falar dos portugueses que cá viviam connosco.,"Ela tem a confiança de Bill Clinton, [...] e fala bem francês, o que é um bom augúrio.",0
apontar,Em vez de apontar uma arma à sua própria cabeça [...].,"O autarca apontou como exemplo ""o caso do senhor Barata"", que teve repercussões quase mundiais.",0
ligar,"Não ligue interruptores, pois estes fazem faíscas e pode haver fugas de gás.","As traseiras do prédio ""ligam "" com os jardins do Museu Nacional de Arte Antiga.",0
apreender,A norte de Porto Dinheiro [...] elementos da Guarda Fiscal apreenderam [...] uma traineira [...].,286 toneladas de cocaína foram apreendidas [...].,1
explicar,Essa fobia [...] poderá explicar o facto de a vítima ter resolvido [...].,Como explica a passagem das acções da Litho Formas para o segundo mercado?,0
ventilar,Sá Figueiredo afirma que Champalimaud ainda foi ventilado e que os médicos tentaram tudo [...].,Segundo Kerry Slack [...] teve de se ventilar a sala para eliminar o fumo [...].,0
apontar,[...] a ideia de base desenvolvida por Nunes da Silva [...] aponta para o facto de toda [...].,Em vez de apontar uma arma à sua própria cabeça [...].,0
envelhecer,Dois deles estão num estado extremamente envelhecido.,"Os jovens portugueses, para se entreterem enquanto não envelhecem.",1
politizar,"Ou seja, o presidente do conselho de administração não quis politizar a questão.","Como cidadão, penso que não deveria ser politizado o cargo de procurador-geral.",1
apresentar,"No entanto, explica que, no Verão passado, José Calvário lhe apresentou uma ""ideia aliciante"".","Um advogado próximo da Igreja católica, Jan Olszewski, foi ontem apresentado como candidato [...].",0
desgrenhar,"Ele está desgrenhado, a barba por fazer, a camisa por fora das calças.",O meu cabelo está desgrenhado e sem cor.,1
embaraçar,"Duas investigações em paralelo irão embaraçar o herói, Jim Chee .","Se você já embaraçou um novelo de linha, sabe que puxar e arrancar só piora a situação.",0
convir,Convenhamos que nenhuma das situações é brilhante.,"O socialista Almeida Santos sabe isto, mas não lhe convinha dizer isto [...].",0
condimentar,O mesmo acontece com a mulher que condimente as refeições com arruda [...].,Num teste efectuado a 13 mulheres cujo pequeno-almoço foi condimentado com pimenta vermelha.,1
jurar,"Por toda a Amazónia, homens e mulheres juram a autencidade da história com convicção.",[...] ouviu o ministro sul-africano dizer que Savimbi lhe jurou que não se renderá [...].,1
destacar,"As associações empresariais, sindicatos e autarquias destacam que ""o protelamento [...]"".","Por outro lado, o director-geral destaca o facto de Portugal ser o único país [...].",1
complicar,[...] não são segredo os locais onde o trânsito dos autocarros se complica mais.,"E o ""trabalho"" é complicado pelo facto de não lhe ser permitido atacar de frente Balladur [...].",1
adjetivar,"Já o parlamento foi adjetivado de ""central de negócios""","A imprensa britânica [...] adjetiva o acordo da esquerda como ""sem precedentes"",",1
enrolar,Parece que ambos gostaram porque esta noite eles enrolaram-se na cama.,[...] o fio será novamente enrolado no seu carreto [...].,0
relacionar,[...] Matthaeus não se relaciona bem com alguns dos seus actuais companheiros [...].,"A ""fuga"" [...] está intimamente relacionada com a redução da população escolar no 1º ciclo.",0
cardar,A elas cabia[...] cardar [...] a lã ficar pronta para ser tricotada.,A malha foi cardada para proporcionar o volume necessário.,1
inventar,Estes vereadores consideram ainda insustentável inventar um nome para um projecto.,Certo é que resulta e parece que a técnica da máscara foi inventada [...].,1
divulgar,A Comissão Europeia divulgou na semana passada as novas previsões [...].,"Precisamos de discutir esta matéria [...], divulgou.",1
confrontar,"[...] pela primeira vez confrontava os pais com a sua condição ""gay"".",Agostinho Rosário justificou algumas das dificuldades com que se confrontaram.,1
anunciar,"Queremos negociar, anunciou, acrescentando que o estado de saúde da sua mãe é delicado.",[...] o departamento de Comércio dos Estados Unidos anunciou que o défice comercial do país [...].,1
fornecer,"A Fundação ""O Século"" forneceu mais de 67 mil refeições a pessoas e famílias carenciadas.",Este material foi fornecido pela Merck KGaA.,1
antecipar,"O ministro da Justiça, Nelson Jobim, antecipou que o Presidente brasileiro vetará [...].",[...] o jogo União da Madeira-FC Porto foi antecipado para amanhã [...].,0
melindrar,Um gesto que melindrou os sociais-democratas .,Manuel Sérgio não ficou melindrado [...].,1
rachar,"As paredes estão todas rachadas, partiram-se móveis, seis portas, a televisão, o frigorífico...",As paredes do nosso escritório racharam e as lâmpadas balançaram.,1
enguiçar,"[...] quando foi Presidente de Câmara, de tal modo enguiçou o cargo [...].",O eléctrico de Sintra parece estar enguiçado no seu prometido regresso aos carris .,1
recrutar,E Nuno Álvares pede autorização para recrutar tropas mercenárias em Inglaterra.,[...] os psicólogos dos SPO foram recrutados apenas por um ano [...].,1
excitar,"[...] e confessou estar ""muito excitada"" por vir trabalhar com a moda portuguesa.",O facto de o FC Porto estar há 53 jogos sem perder não parece excitar [...] o treinador britânico.,1
transmitir,A televisão transmite um jogo de futebol e toda a gente está atenta.,[...] 25 por cento das mulheres [...] transmitem o vírus aos seus bebés [...].,0
estimular,"Com o Recriamaia, a autarquia conta estimular a recuperação de cerca de duas mil habitações.",Nem o facto de os socialistas terem perdido as Câmaras [...] parece ter estimulado Fernando Gomes.,1
requisitar,"Em 1987, crianças entre os 0 e os 13 anos requisitaram uma média anual de 45,97 livros cada uma.",[...] designadamente com os barcos que lhe foram requisitados.,1
concatenar,"De forma a estimar Y, ao vector de estado x(tk) foi concatenado um novo elemento.","O navegador entendeu como string, e concatenou as duas strings.",1
investir,"Quando estiver pronto, dentro de dois anos, o Boavista poderá investir um pouco mais no futebol.","Até agora, já foram investidos no projecto da Freedom oito mil milhões de dólares.",1
escapar,E nem o galês Howard King lhe escapou.,Como não escapa o facto de que anunciar [...].,0
apontar,"Ou seja, com muitas virtudes e sem que se lhe possam apontar defeitos.","O autarca apontou como exemplo ""o caso do senhor Barata"", que teve repercussões quase mundiais.",0
averiguar,"A polícia procura averiguar, agora, que roubos houve no hotel e quem foram as vítimas.",A Comissão Europeia vai examinar o imposto [...] para averiguar se as receitas [...].,1
convencer,As declarações do prisioneiro não convenceram ninguém [...].,"Mas nem o facto de Clinton [...], convenceu Izetbegovic a escolher palavras menos duras.",0
julgar,"[...] foi solicitada por Villas-Boas, quando julgou ter direito aos mesmos 60 contos [...].","Ouvido pelo juiz, foi mandado comparecer na GNR todos os 15 dias enquanto não é julgado.",0
agrupar,"[...] a Comissão Nacional das Mulheres, da CGTP [...] agrupou alguns dados.","[...] manifestos de ONGD são agrupados no terceiro capítulo, cujo título é ""Dúvidas e esperanças"".",1
pagar,[...] muito mais do que os 35 contos pagos por um bilhete para a bancada central.,Outros serviços serão pagos através de uma taxa mensal.,0
cumprir,[...] certamente lhe cumprirá mobilizar a máquina socialista no apoio a Sampaio.,As funções que me foram atribuídas estão cumpridas.,0
acertar,"Todavia, só darão por isso quando acordarem no domingo de manhã e acertarem os relógios [...].",O que [...] foi dito por Clinton no Brasil foi o que [...] foi acertado [pelos] dois países [...].,0
marcar,O encerramento da Portex-Lar [...] foi marcado pelo sucesso [...].,A Monumental Serenata marca o início da semana da Queima das Fitas.,1
valorizar,[...] pouco contribui para valorizar estes espectáculos [...].,Serão valorizadas as associações empresariais [...].,1
rodar,"O filme, escrito por Ruth Prawer Jhabvala, começará a ser rodado na Europa em Setembro.",À medida que os ídolos vão rodando pelo palco [...].,0
esconjurar,A Inglaterra esconjurou os demónios [...].,Todo o perigo foi controlado e esconjurado [...].,1
aprovar,"[...] o executivo municipal de Coimbra aprovou anteontem, por unanimidade, o relatório [...].",O relatório final [...] foi ontem aprovado [...].,1
circuncisar,"Como alguém que foi circuncisado enquanto adulto, gostava de partilhar que tem as suas vantagens.",Raparigas têm preferência por homens cujos respectivos pénis foram circuncidados [...].,1
avalizar,Boris Ieltsin avalizou afinal o que o seu vice-Presidente [...] dissera [...].,"[...] responsabilizando-os pelas deportações, não obstante estas terem que ser avalizadas [...].",1
aniquilar,[...] tentam combater pela via do diálogo da razão são pura e simplesmente aniquilados.,[...] a famosa acústica da sala foi aniquilada.,1
encravar,António Caravana é que encravou isto tudo.,"[...] uma pistola [...], que se terá encravado após o primeiro e único tiro.",1
servir,Este período serviu ainda para anular parte das perdas matinais [...].,Não participarei em nenhuma polémica que só sirva os interesses da propaganda indonésia.,0
remeter,[...] o parecer da IGJ foi remetido apenas a quem o pediu [...].,O magistrado remeteu ontem os autos para o Tribunal [...].,1
intercetar,Tem que jogar bem nas alturas e saber interceptar as bolas rasteiras.,[...] as autoridades interceptaram um avião de origem sul-africano.,1
aumentar,[...] há ainda a possibilidade do Governo aumentar os funcionários públicos [...].,"Se os empregados ameaçam ir-se embora no caso de não serem aumentados, [...].",1
